Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
2019,49243,7329,Morgan Primary School,Morgan,SA,5320,Government,Primary,School Single Entity,Individual Reporting,http://www.morganps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,974,33,44,30,18,7,6,4.5,6,2.4,38,19,19,38,5,5
2019,49244,7258,Mount Barker Primary School,Mount Barker,SA,5251,Government,Primary,School Single Entity,Individual Reporting,http://www.mtbarkerps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Inner Regional,1021,56,22,35,29,14,30,24.9,17,12.7,382,177,205,381.8,2,9
2019,49245,7298,Mount Burr Primary School,Mount Burr,SA,5279,Government,Primary,School Single Entity,Individual Reporting,http://www.mtburrps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,949,22,52,30,16,1,6,4.1,4,2.1,39,18,21,39,3,0
2019,49246,7233,Mount Compass Area School,Mount Compass,SA,5210,Government,Combined,School Single Entity,Individual Reporting,http://www.compassas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,989,40,36,35,20,9,34,31.5,17,12.3,422,211,211,420.5,4,5
2019,49247,7312,Reidy Park Primary School,Mount Gambier,SA,5290,Government,Primary,School Single Entity,Individual Reporting,http://www.reidyprkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,997,44,30,39,23,8,33,30.4,17,13.3,582,290,292,582,3,3
2019,49248,7245,Mount Pleasant Primary School,Mount Pleasant,SA,5235,Government,Primary,School Single Entity,Individual Reporting,http://www.mtplesntps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,989,40,43,32,17,8,5,4.8,5,3.8,67,29,38,67,1,1
2019,49250,7284,Mundulla Primary School,Mundulla,SA,5270,Government,Primary,School Single Entity,Individual Reporting,http://www.mundullaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,974,33,34,37,27,3,6,5,6,3.9,69,30,39,69,6,1
2019,49251,15310,Murray Bridge North School,Murray Bridge,SA,5253,Government,Primary,School Single Entity,Individual Reporting,http://www.mbnorthps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Inner Regional,910,10,67,24,8,1,48,43.6,25,16.9,609,307,302,609,13,4
2019,49252,7176,Mylor Primary School,Mylor,SA,5153,Government,Primary,School Single Entity,Individual Reporting,http://www.mylorps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1056,71,15,25,32,29,7,5.7,5,2,66,32,34,66,2,3
2019,49253,7265,Mypolonga Primary School,Mypolonga,SA,5254,Government,Primary,School Single Entity,Individual Reporting,http://www.mypolongps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1004,48,30,40,21,9,9,8.1,8,5,134,73,61,134,0,1
2019,49254,7229,Myponga Primary School,Myponga,SA,5202,Government,Primary,School Single Entity,Individual Reporting,http://www.mypongaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,965,28,45,40,13,2,9,7.6,9,5.9,131,66,65,131,5,2
2019,49255,7039,Nailsworth Primary School,Nailsworth,SA,5083,Government,Primary,School Single Entity,Individual Reporting,http://www.nailps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1095,84,5,17,37,41,37,31.6,8,7.3,604,281,323,604,1,46
2019,49256,7260,Nairne Primary School,Nairne,SA,5252,Government,Primary,School Single Entity,Individual Reporting,http://www.nairneps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1024,57,23,35,27,14,29,24.7,27,16.6,488,233,255,488,1,2
2019,49257,7432,Napperby Primary School,Napperby,SA,5540,Government,Primary,School Single Entity,Individual Reporting,http://www.napperbyps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,951,23,56,19,22,3,5,4.4,5,3.2,43,18,25,43,7,0
2019,49258,7286,Naracoorte Primary School,Naracoorte,SA,5271,Government,Primary,School Single Entity,Individual Reporting,http://www.naracoorteps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1008,49,28,33,25,14,32,25.3,13,8.7,438,215,223,438,2,6
2019,49259,7222,Old Noarlunga Primary School,Old Noarlunga,SA,5168,Government,Primary,School Single Entity,Individual Reporting,http://www.onps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,990,41,33,42,20,6,9,8,8,5.5,144,76,68,143.2,5,1
2019,49260,7044,Northfield Primary School,Northfield,SA,5085,Government,Primary,School Single Entity,Individual Reporting,http://www.northfldps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,950,23,49,26,18,7,27,24.9,21,13.9,379,187,192,379,11,50
2019,49261,7167,Norton Summit Primary School,Norton Summit,SA,5136,Government,Primary,School Single Entity,Individual Reporting,http://www.nortonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1105,87,7,18,29,46,7,5,3,1.7,66,26,40,66,0,14
2019,49262,7364,Nuriootpa Primary School,Nuriootpa,SA,5355,Government,Primary,School Single Entity,Individual Reporting,http://www.nurips.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,967,30,46,37,13,4,20,17.9,8,5.9,304,135,169,304,4,2
2019,49263,7151,One Tree Hill Primary School,One Tree Hill,SA,5114,Government,Primary,School Single Entity,Individual Reporting,http://www.othc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,981,37,40,38,18,4,16,13.4,16,9.3,270,132,138,270,3,2
2019,49264,7197,Coorara Primary School,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.cooraraps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,956,25,43,37,17,2,23,21.2,14,10.8,225,108,117,225,11,4
2019,49265,6116,Oodnadatta Aboriginal School,Oodnadatta,SA,5734,Government,Combined,School Single Entity,Individual Reporting,http://www.oodnadattaab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,2,2,6,5.6,14,7,7,14,100,50
2019,49266,7402,Owen Primary School,Owen,SA,5460,Government,Primary,School Single Entity,Individual Reporting,http://www.owenps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1010,50,27,34,28,11,5,4.3,7,3.5,54,24,30,54,2,0
2019,49267,7247,Palmer Primary School,Palmer,SA,5237,Government,Primary,School Single Entity,Individual Reporting,http://www.palmerps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,984,38,48,26,15,11,4,3,4,2.4,30,13,17,30,3,0
2019,49268,7166,Paracombe Primary School,Paracombe,SA,5132,Government,Primary,School Single Entity,Individual Reporting,http://www.paracombps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1056,71,12,31,35,22,6,4.7,4,2.2,67,33,34,67,0,0
2019,49269,7001,Parkside Primary School,Parkside,SA,5063,Government,Primary,School Single Entity,Individual Reporting,http://www.parksideps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1128,92,2,10,28,59,26,23.4,16,10.4,408,182,226,408,1,37
2019,49270,6903,Pennington School R-7,Pennington,SA,5013,Government,Primary,School Single Entity,Individual Reporting,http://www.penningtonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,955,25,44,25,23,8,27,26.3,18,12.9,294,130,164,294,16,59
2019,49271,7499,Penong Primary School,Penong,SA,5690,Government,Primary,School Head Campus,Rolled Reporting,http://www.penongps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Very Remote,922,13,41,30,24,5,3,2.8,5,2.9,35,19,16,35,29,9
2019,49272,7391,Peterborough Primary School,Peterborough,SA,5422,Government,Primary,School Head Campus,Rolled Reporting,http://www.peterboroughps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,916,12,58,30,10,2,9,8.6,10,7.3,63,30,33,62.7,19,0
2019,49273,6960,Ascot Park Primary School,Park Holme,SA,5043,Government,Primary,School Single Entity,Individual Reporting,http://www.ascotpkps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,991,41,34,28,26,11,19,16.3,12,8.1,182,88,94,181.8,7,31
2019,49275,6953,Plympton Primary School,Plympton,SA,5038,Government,Primary,School Single Entity,Individual Reporting,http://www.plymptonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1072,77,10,22,37,31,28,23.3,11,6.3,383,173,210,383,2,48
2019,49276,7471,Poonindie Community Learning Centre,Poonindie,SA,5607,Government,Primary,School Single Entity,Individual Reporting,http://www.poonindieps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Remote,964,28,34,41,22,4,7,6.6,7,3.9,112,44,68,112,12,5
2019,49277,7072,Pooraka Primary School,Pooraka,SA,5095,Government,Primary,School Single Entity,Individual Reporting,http://www.poorakaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,957,25,50,28,16,6,22,17.7,10,6.9,238,125,113,238,7,46
2019,49278,7506,Port Augusta West Primary School,Port Augusta West,SA,5700,Government,Primary,School Single Entity,Individual Reporting,http://www.pawps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,944,20,47,35,14,4,18,16.9,16,11.6,241,121,120,241,14,9
2019,49279,7236,Port Elliot Primary School,Port Elliot,SA,5212,Government,Primary,School Single Entity,Individual Reporting,http://www.ptelliotps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1004,48,29,36,23,12,32,26.4,20,12.6,442,211,231,442,5,2
2019,49282,7474,Port Lincoln Primary School,Port Lincoln,SA,5606,Government,Primary,School Single Entity,Individual Reporting,http://www.plps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 3-7",Remote,942,20,42,37,16,5,34,30.6,24,16.8,473,232,241,473,17,10
2019,49283,7221,Port Noarlunga Primary School,Port Noarlunga,SA,5167,Government,Primary,School Single Entity,Individual Reporting,http://www.portnoarps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1003,47,27,38,25,9,29,24.4,24,16,426,192,234,426,5,6
2019,49284,7433,Port Pirie West Primary School,Port Pirie,SA,5540,Government,Primary,School Single Entity,Individual Reporting,http://www.piriewps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,899,8,67,21,9,2,18,16.6,17,13,218,102,116,218,18,2
2019,49286,7437,Port Wakefield Primary School,Port Wakefield,SA,5550,Government,Primary,School Single Entity,Individual Reporting,http://www.portwakefieldps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,926,14,58,26,14,2,5,4.8,8,4,52,21,31,52,12,12
2019,49287,7038,Prospect Primary School,Prospect,SA,5082,Government,Primary,School Single Entity,Individual Reporting,http://www.prospectps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1098,85,7,17,32,45,33,30.4,13,8,566,302,264,566,1,39
2019,49288,7330,Ramco Primary School,Ramco,SA,5322,Government,Primary,School Single Entity,Individual Reporting,http://ramcops.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,939,18,57,27,10,5,5,4.6,8,4.6,62,22,40,62,11,2
2019,49289,7303,Rendelsham Primary School,Rendelsham,SA,5280,Government,Primary,School Single Entity,Individual Reporting,http://www.rendelshps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,997,44,32,35,22,10,4,3,2,1.3,31,13,18,31,0,0
2019,49290,7340,Renmark Primary School,Renmark,SA,5341,Government,Primary,School Single Entity,Individual Reporting,http://www.renmarkr7.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,898,8,67,23,8,3,26,22.5,20,13.6,281,146,135,281,16,14
2019,49291,7339,Renmark North Primary School,Renmark North,SA,5341,Government,Primary,School Single Entity,Individual Reporting,http://www.rennorth.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,959,26,43,38,16,4,11,10,16,9.5,127,61,66,127,6,6
2019,49292,7341,Renmark West Primary School,Renmark,SA,5341,Government,Primary,School Single Entity,Individual Reporting,http://www.rnmkwestps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,972,32,41,36,17,6,11,10.4,6,4.4,158,79,79,158,4,9
2019,49293,7195,Reynella Primary School,Old Reynella,SA,5161,Government,Primary,School Single Entity,Individual Reporting,http://www.reynellaps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1001,46,28,39,25,8,34,29.8,12,9.9,548,269,279,548,3,6
2019,49294,6948,Richmond Primary School,Keswick,SA,5035,Government,Primary,School Single Entity,Individual Reporting,http://www.richmondps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1104,86,5,14,31,49,30,27,14,9.2,390,198,192,390,2,75
2019,49295,7379,Riverton Primary School,Riverton,SA,5412,Government,Primary,School Single Entity,Individual Reporting,http://www.rivertonps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,982,37,38,32,23,7,8,7.4,7,4.3,124,67,57,124,4,1
2019,49296,7291,Robe Primary School,Robe,SA,5276,Government,Primary,School Single Entity,Individual Reporting,http://www.robeps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,1007,49,26,38,25,11,7,6.2,5,3.4,102,47,55,102,0,5
2019,49297,7374,Robertstown Primary School,Robertstown,SA,5381,Government,Primary,School Single Entity,Individual Reporting,http://www.robertsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,984,38,39,37,19,5,2,2,3,2.2,15,8,7,15,0,13
2019,49298,7369,Roseworthy Primary School,Roseworthy,SA,5371,Government,Primary,School Single Entity,Individual Reporting,http://www.rosewthyps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1012,51,24,39,27,10,16,13.6,15,9.9,206,92,114,206,2,1
2019,49299,7380,Saddleworth Primary School,Saddleworth,SA,5413,Government,Primary,School Single Entity,Individual Reporting,http://www.saddleps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,989,40,31,46,19,4,7,5.4,5,2.8,53,25,28,53,2,0
2019,49300,6968,St Leonards Primary School,Glenelg North,SA,5045,Government,Primary,School Single Entity,Individual Reporting,http://www.sleonrdsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1063,74,11,25,37,26,32,27.4,11,8.4,417,217,200,417,1,20
2019,49301,7104,Salisbury Primary School,Salisbury,SA,5108,Government,Primary,School Single Entity,Individual Reporting,http://www.salisburyschools.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,934,17,59,24,13,4,30,27.4,20,13.6,374,166,208,374,5,60
2019,49302,7352,Sandy Creek Primary School,Cockatoo Valley,SA,5351,Government,Primary,School Single Entity,Individual Reporting,http://www.sandycrkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1031,61,15,40,27,18,6,4.9,11,5.9,66,31,35,66,5,0
2019,49303,7177,Scott Creek Primary School,Scott Creek,SA,5153,Government,Primary,School Single Entity,Individual Reporting,http://www.scps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,1102,86,5,14,41,40,6,3.8,2,1.5,35,15,20,35,0,3
2019,49304,6933,Seaton Park Primary School,Seaton,SA,5023,Government,Primary,School Single Entity,Individual Reporting,http://www.seatonpk.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,966,29,43,25,23,9,12,11.4,5,3.9,128,51,77,128,11,45
